Phrase,Target
contribute mission,0.0
top-class scientists,0.0
domain experts,0.0
data science process technology end-to-end,0.0
workflow state-of-the-art machine intelligence product,0.0
internal services,1.0
learning experiences users,0.0
educational technologies,1.0
software engineering skillset,0.0
cloud infrastructure,1.0
build-up,0.0
data/etl pipeline rest data,1.0
team create maintain system pipeline data documentation implement system pipelines,0.0
engineer data platforms,1.0
related processes,0.0
data analytics team,1.0
ai/ml teams,1.0
implement deep learning models,0.0
data products,1.0
reusable assets,0.0
right client work,0.0
external tech teams projects,0.0
data engineer team join qualifications,0.0
production quality code experience,0.0
google cloud platform,1.0
gcs,1.0
dbt knowledge javascript/reactjs,1.0
airflow pipeline orchestration software,1.0
deep understanding,0.0
sql analytical data warehouses,1.0
experience deployment data,1.0
data warehousesdata,1.0
major methodology i.e,0.0
kimball,0.0
inmon,0.0
data vault experience,1.0
linux environment,1.0
git experience interest cloud platforms,1.0
k8s,1.0
aws,1.0
experience deployment data process cicd gitlab/github/bitbucket experience,1.0
data-intensive projects,0.0
aws ecosystem,1.0
hadoop ecosystem,1.0
gcs data lake,1.0
experience knowledge,0.0
etl process pluses,1.0
apache spark,1.0
pub/sub,1.0
experience bi/data visualization tools business,1.0
vietnamese labor law,0.0
job responsibility,0.0
optimal data pipeline architecture • identify,0.0
implement internal process improvements,0.0
data delivery,1.0
infrastructure,1.0
build infrastructure,0.0
optimal extraction,0.0
transformation,0.0
wide variety data sources,0.0
sql aws/gcp/azure ‘,1.0
• work clients,0.0
executive,0.0
business teams,0.0
datarelated technical issues support data infrastructure,0.0
• work data analytics experts,1.0
functionality data systems,0.0
etl pipeline • business,1.0
english • experience,1.0
object-oriented/object function,1.0
sql knowledge experience,1.0
query authoring,0.0
familiarity variety databases,0.0
various data structures,0.0
common methods data transformation • build,0.0
data transformation,1.0
data structures,1.0
dependency,0.0
workload management,0.0
successful history manipulating,0.0
processing,0.0
large disconnected datasets,0.0
benefit perk,0.0
max,0.0
mem,0.0
lead •,0.0
monday,0.0
friday •,0.0
flat hierarchy structure,0.0
self-management appreciated •,0.0
supportive environment •,0.0
interesting projects,0.0
month salary,0.0
annual heath-check,0.0
insurance,0.0
• b.i.c insurance package •,0.0
psychological safety,0.0
contact job poster rosie vu,0.0
enterprise digitalization solution labs job poster location hanoi capital region send inmail,0.0
tech-driven logistics company,0.0
mile trucking,0.0
ecosystem,0.0
join force,0.0
bring efficiency industry,0.0
innovative business model,0.0
unique way,0.0
role analyze requirements,0.0
secure standard data storage system,0.0
data company,0.0
collect info different sources,0.0
data business analysis development,0.0
collaborate software engineers,0.0
product owners,0.0
previous experience data engineer,0.0
similar role understanding extract,0.0
transform,0.0
load,0.0
restful api,0.0
familiar linux development environments,1.0
experience sql,1.0
nosql experience,1.0
knowledge process,0.0
feature nice-to-have experience elasticsearch,0.0
experience docker,1.0
performance bonus esop,0.0
social insurance health insurance,0.0
gross salary,0.0
additional premium health care,0.0
annual health checkup performance,0.0
team building budget,0.0
roll birthday gift company,0.0
team building activities,0.0
triathlon,0.0
office goodies,0.0
daily healthy snacks,0.0
good coffee tea,0.0
healthy beverages,0.0
great office,0.0
senior recruiter,0.0
* job description,0.0
yoe,0.0
data pipelines market,0.0
transaction,0.0
reference,0.0
perform,0.0
● work,0.0
traders researchers,0.0
deploy new data models,0.0
insightful actionable analytics,0.0
● manage,0.0
entire data processing system,0.0
necessary infrastructure changes,0.0
* requirement,0.0
● thinks,0.0
work supervision,0.0
good questions,0.0
development experience,0.0
● familiarity software development practices,0.0
● experience databases,1.0
● experience stream processing,1.0
good ● knowledge,0.0
electronic trading tick data,0.0
knowledge data,0.0
database design,1.0
● experience data processing/etl implementation,1.0
● experience,0.0
middleware solace kafka,1.0
nosql,1.0
experience data processing/etl implementation,1.0
* benefit salary,0.0
gross offer,0.0
firm tightly-knit team,0.0
listen employees,0.0
chance,0.0
impact voice,0.0
everyone,0.0
high level autonomy work,0.0
substance,0.0
long perform,0.0
performance review ● governmental insurances,0.0
probation,0.0
included personal income tax,0.0
apart national holidays law ● childcare,0.0
days childcare,0.0
continuous months,0.0
childcare,0.0
number children,0.0
grasshopper,0.0
applicable employees children,0.0
● marriage,0.0
maternity/paternity,0.0
labour law ● lieu,0.0
weekend/non-trading day,0.0
time lieu,0.0
full day,0.0
staff,0.0
% work time work innovation training,0.0
innovation idea,0.0
innovation board jira,0.0
● out-patient hospitalisation health insurance package,0.0
and/or children,0.0
annual dental care package ●,0.0
extra monitor,0.0
etc,0.0
● motorcycle,0.0
fee allowance ●,0.0
casual dress code ●,0.0
flexible work time arrangement,0.0
applicable ● team building activities,0.0
happy-hour,0.0
referral bonus vnd,0.0
every referral,0.0
completes,0.0
months employment,0.0
● opportunity work,0.0
english speaking,1.0
contact job poster phạm thị thu phương,0.0
recruiter,0.0
full stack,1.0
android,1.0
ios,1.0
.... job poster location,0.0
maintain data integration,1.0
b. data integration,1.0
collaborate data scientists,0.0
write scripts,1.0
raw data,0.0
know-how,0.0
configure,0.0
maintain machine,0.0
model development environment,0.0
experience architecting,1.0
large user-base contact job poster diệyou,0.0
techcombank job poster location hanoi capital region send inmail,0.0
experienced data engineer join team,1.0
various methods,0.0
useful data systems,0.0
algorithms conduct,0.0
strive efficiency,0.0
data systems business goals,0.0
skilled several programming languages,1.0
machine methods,1.0
excellent organizational skills experience field,0.0
key skills qualifications,0.0
big data pipelines,1.0
architectures,1.0
technical expertise data modelling,0.0
etl tools data pipeline,1.0
cloud-based infrastructure,1.0
eg,0.0
gcp,1.0
azure…,1.0
workflow management tools azkaban,1.0
luigi,1.0
airflow,1.0
sql nosql databases,1.0
mongodb,1.0
• fluent english apply today,0.0
@ manpower.com.vn chat,0.0
contact job poster le quoc khuong,0.0
kay,0.0
💡🇻🇳 executive search│,0.0
talent hunt,0.0
🔎cluster md|startup ceo|vn gm|deputy,0.0
md|general counsel|cpo|cmo|cfo ipo|government relations,0.0
engineer|vp softwareengineering|investmentdirector|headofresearch securities|pe vc investment job poster location ho chi,0.0
engineer,0.0
key member fortna,0.0
execution system,0.0
wes,0.0
data team design,0.0
usable data models,0.0
dependable data pipelines batch,0.0
leveraged meet latency requirements,0.0
business.this position plays,0.0
vital role building data platform,0.0
data product capability fortnawes software product,0.0
technical domains,0.0
representative logical physical data models,0.0
data models flexibility change business requirements change,0.0
reconcile multiple logical source models,0.0
consistent enterprise model,0.0
automate large scale,0.0
high-performance data,0.0
drive business growth,0.0
product experience,0.0
data stores,1.0
warehouses,1.0
data lakes,1.0
data marts,1.0
operational research initiatives,0.0
scalable data pipelines,1.0
orchestration framework,1.0
data quality researching,0.0
modeling standards,0.0
employ initiative,0.0
professionalism,0.0
self-discipline daily interactions,0.0
five-plus years,0.0
relevant industry experience bachelor ’ and/or master ’ degree,1.0
equivalent education experience,0.0
proven capability,0.0
data migrations software products,0.0
custom apps experience pipeline tools,1.0
airflow experience,1.0
experienced extract-transform-load,0.0
elt,1.0
dad,0.0
extensive expertise,0.0
multidimensional data modeling,1.0
start schemas,0.0
snowflakes,1.0
de-normalized modes,0.0
kimball methodologies,0.0
strong negotiation consensus building abilities,0.0
exceptional ability communicate,0.0
visual manner personnel levels,0.0
real-world execution,0.0
data warehouses data lakes familiarity,1.0
open-source linux-based technologies,1.0
verifiable record building enterprise analytics capability,0.0
fluent vietnamese english able travel,0.0
occasional basis,0.0
job anfin,0.0
vietnam mission bring investment opportunities,0.0
financial literacy everyone vietnam,0.0
power stock market,0.0
economies,0.0
innovative product wealth management,0.0
brokerage make happen,0.0
investment,0.0
global venture capital investors,0.0
team close-knit group,0.0
start-up enthusiasts,0.0
diverse free-time hobbies outdoors activities paintings,0.0
similar values,0.0
integrity,0.0
ownership,0.0
speaks,0.0
great financial future,0.0
optimal data pipeline architecture,1.0
identify,0.0
delivery,0.0
infrastructure scalability,0.0
build data infrastructure,1.0
optimal etl,1.0
framework,0.0
internal external resources meets business requirement,0.0
work data analysts business partners,0.0
key important dashboards,0.0
candidate 1-3 years experience data engineer role,1.0
advanced working sql knowledge experience,0.0
mysql,1.0
experience building,0.0
‘,0.0
big data ’ data pipelines,1.0
azure,1.0
experience oop languages,1.0
experience data pipeline,1.0
workflow management tools,1.0
big data frameworks,1.0
competitive package,0.0
potential esop,0.0
macbook,0.0
premium healthcare insurance employees,0.0
fast-paced start-up work environment,0.0
company trip year,0.0
many exciting activities team,0.0
free parking,0.0
financial literacy industry experts,0.0
extensive entrepreneurship experience,0.0
talent acquisition lead @,0.0
anfin job poster location ho chi,0.0
new data sources increase throughput,0.0
robust analysis,1.0
và,0.0
data completeness metadata platforms,1.0
overall analytic performance strategy bank build,0.0
various data architectures bank,0.0
data solutions meet business requirements,0.0
review internal external business product requirements,0.0
lead discussion data scientists,0.0
project management manage project,0.0
post mortem root analysis help,0.0
talent development mentor coach,0.0
junior fellows,0.0
competent data engineers,0.0
encourage areas growth improvement,0.0
deep experience monitoring,0.0
successful digital transformation projects,0.0
prowess,0.0
tens,0.0
job qualifications,0.0
previous commercial experience,0.0
data-driven role ability,0.0
write clean,0.0
maintainable robust code python,1.0
similar languages,0.0
software engineering concepts,1.0
practices familiarity,0.0
container,1.0
query database technologies,1.0
experience building data pipelines production ability work,1.0
semi-structured unstructured data experience,1.0
workflow commercial client-facing,1.0
senior stakeholders management experience work,0.0
multi-disciplinary environments,0.0
real-world impact organisations,0.0
partner clients,0.0
data owners users,0.0
c-level executives,1.0
build impactful analytics solutions,0.0
build data pipelines support data science projects,0.0
state art technologies,0.0
big datasets,1.0
data fields hypothesis,1.0
curate,0.0
prepare data,0.0
advanced analytics models,1.0
manage data environments,0.0
information security standards,0.0
contribute cross-functional problem-solving sessions team deliver presentations colleagues clients,0.0
flexible travel clients,0.0
gather information share knowledge opportunity,0.0
internal asset development projects,0.0
stack advocate,0.0
right tech,0.0
task,0.0
databricks,1.0
kedro,0.0
container technologies docker kubernetes,1.0
gcp azure,1.0
real-world impact – project,0.0
top-tier clients,0.0
multiple sectors,0.0
development opportunities,0.0
technologies methodologies,0.0
